,tweet_id,favorites,retweets
495,811627233043480576,12095,2859
496,811386762094317568,19902,5996
497,810984652412424192,5064,1338
498,810896069567610880,8559,1648
499,810657578271330305,10447,2475
500,810284430598270976,33371,10514
501,810254108431155201,14001,3175
502,809920764300447744,14803,3690
503,809808892968534016,0,4592
504,809448704142938112,6619,1375
505,809220051211603969,18924,5260
506,809084759137812480,12591,3313
507,808838249661788160,9659,2871
508,808733504066486276,7523,2035
509,808501579447930884,10776,2459
510,808344865868283904,40283,19486
511,808134635716833280,0,5530
512,808106460588765185,8402,2073
513,808001312164028416,11868,3322
514,807621403335917568,13881,3399
515,807106840509214720,111857,51759
516,807059379405148160,0,6907
517,807010152071229440,12499,3641
518,806629075125202948,70722,32450
519,806620845233815552,0,5154
520,806576416489959424,4666,1827
521,806542213899489280,9747,2222
522,806242860592926720,0,10905
523,806219024703037440,6145,1134
524,805958939288408065,0,5027
525,805932879469572096,7900,1806
526,805826884734976000,6247,1721
527,805823200554876929,0,7494
528,805520635690676224,5492,1553
529,805487436403003392,8361,2383
530,805207613751304193,7497,1629
531,804738756058218496,13008,3607
532,804475857670639616,5854,1895
533,804413760345620481,0,3016
534,804026241225523202,42152,15089
535,803773340896923648,9576,2592
536,803692223237865472,0,6945
537,803638050916102144,10404,3892
538,803380650405482500,7411,1774
539,803321560782307329,0,4970
540,803276597545603072,9571,2306
541,802952499103731712,8591,1879
542,802624713319034886,0,2732
543,802600418706604034,6778,1386
544,802572683846291456,8531,2362
545,802323869084381190,15365,5492
546,802265048156610565,6634,1301
547,802239329049477120,8668,2465
548,802185808107208704,0,251
549,801958328846974976,7376,1599
550,801854953262350336,1725,220
551,801538201127157760,7832,1957
552,801285448605831168,5751,774
553,801167903437357056,23230,5530
554,801127390143516673,0,3711
555,801115127852503040,7688,1986
556,800859414831898624,650,91
557,800855607700029440,0,1521
558,800751577355128832,10106,2641
559,800513324630806528,12521,2836
560,800459316964663297,9058,2064
561,800443802682937345,0,4035
562,800388270626521089,10638,2641
563,800188575492947969,0,3699
564,800141422401830912,14539,2398
565,800018252395122689,26951,12351
566,799774291445383169,0,4379
567,799757965289017345,7987,2009
568,799422933579902976,7696,1803
569,799308762079035393,0,5097
570,799297110730567681,9403,2570
571,799063482566066176,7705,2346
572,798933969379225600,12448,4165
573,798925684722855936,7170,1364
574,798705661114773508,0,6235
575,798701998996647937,0,7268
576,798697898615730177,0,6114
577,798694562394996736,0,4652
578,798686750113755136,0,2185
579,798682547630837760,0,4441
580,798673117451325440,0,5238
581,798665375516884993,0,3687
582,798644042770751489,0,1748
583,798628517273620480,0,1867
584,798585098161549313,0,5290
585,798576900688019456,0,5497
586,798340744599797760,0,3147
587,798209839306514432,9939,2425
588,797971864723324932,10976,2894
589,797545162159308800,13906,4626
590,797236660651966464,18971,6178
591,797165961484890113,214,24
592,796904159865868288,0,8369
593,796865951799083009,7326,1831
594,796759840936919040,11224,2843
595,796563435802726400,0,6762
596,796484825502875648,7204,1656
597,796387464403357696,10480,3899
598,796177847564038144,0,13404
599,796149749086875649,30580,13404
600,796125600683540480,4745,1688
601,796116448414461957,8659,2258
602,796080075804475393,8035,2172
603,796031486298386433,10293,3511
604,795464331001561088,46881,22026
605,795400264262053889,9537,2691
606,795076730285391872,15364,5111
607,794983741416415232,0,3169
608,794926597468000259,9703,2165
609,794355576146903043,0,9686
610,794332329137291264,9151,2543
611,794205286408003585,8784,3119
612,793962221541933056,15940,4592
613,793845145112371200,8783,1752
614,793614319594401792,0,2935
615,793601777308463104,7592,1522
616,793500921481273345,10146,2238
617,793286476301799424,23385,8613
618,793271401113350145,8270,2255
619,793256262322548741,18978,7828
620,793241302385262592,10015,3088
621,793226087023144960,9300,2727
622,793210959003287553,8494,2617
623,793195938047070209,14482,5288
624,793180763617361921,6575,1873
625,793165685325201412,8917,2635
626,793150605191548928,5865,1599
627,793135492858580992,6098,2368
628,793120401413079041,12050,3697
629,792913359805018113,13625,3724
630,792883833364439040,10736,4014
631,792773781206999040,7006,1577
632,792394556390137856,12750,4025
633,792050063153438720,6790,1677
634,791821351946420224,0,19766
635,791784077045166082,0,8927
636,791780927877898241,0,3566
637,791774931465953280,42843,20818
638,791672322847637504,11173,2935
639,791406955684368384,12509,3866
640,791312159183634433,8332,2372
641,791026214425268224,0,3828
642,790987426131050500,9323,1993
643,790946055508652032,15891,4400
644,790723298204217344,0,2152
645,790698755171364864,7814,1813
646,790581949425475584,19612,6665
647,790337589677002753,7432,1771
648,790277117346975746,11926,2964
649,790227638568808452,0,3322
650,789986466051088384,8822,2152
651,789960241177853952,0,3848
652,789903600034189313,9804,3890
653,789628658055020548,7089,1654
654,789599242079838210,6397,1799
655,789530877013393408,11107,3169
656,789314372632018944,8212,2144
657,789280767834746880,0,4601
658,789268448748703744,8678,2453
659,789137962068021249,9245,2613
660,788908386943430656,26117,11738
661,788765914992902144,25964,9686
662,788552643979468800,0,6680
663,788412144018661376,14754,4944
664,788178268662984705,6910,1984
665,788150585577050112,5810,1207
666,788070120937619456,0,3222
667,788039637453406209,5806,1235
668,787810552592695296,8164,2848
669,787717603741622272,9720,2591
670,787397959788929025,10349,2673
671,787322443945877504,7414,1631
672,787111942498508800,0,6306
673,786963064373534720,25319,7453
674,786729988674449408,0,2280
675,786709082849828864,17388,5744
676,786664955043049472,10061,2371
677,786595970293370880,8997,2928
678,786363235746385920,10299,3228
679,786286427768250368,7577,2656
680,786233965241827333,14439,4393
681,786051337297522688,1356,150
682,786036967502913536,0,6514
683,785927819176054784,10835,2994
684,785872687017132033,6357,1675
685,785639753186217984,7468,2107
686,785533386513321988,8604,1845
687,785515384317313025,5806,1167
688,785264754247995392,6913,1522
689,785170936622350336,11398,4511
690,784826020293709826,9587,3016
691,784517518371221505,8512,2371
692,784431430411685888,5450,1184
693,784183165795655680,18996,7494
694,784057939640352768,28159,10381
695,783839966405230592,28438,10073
696,783821107061198850,6998,1832
697,783695101801398276,9891,2999
698,783466772167098368,7993,2078
699,783391753726550016,16021,5103
700,783347506784731136,0,5164
701,783334639985389568,27548,10905
702,783085703974514689,7744,2025
703,782969140009107456,22857,6907
704,782747134529531904,7082,1322
705,782722598790725632,16331,5027
706,782598640137187329,7393,1770
707,782305867769217024,15745,5135
708,782021823840026624,0,5750
709,781955203444699136,10584,3146
710,781661882474196992,9894,2529
711,781655249211752448,3792,1056
712,781524693396357120,19619,5154
713,781308096455073793,6759,2391
714,781251288990355457,7932,1932
715,781163403222056960,9293,2585
716,780931614150983680,20517,6762
717,780858289093574656,6817,1870
718,780800785462489090,5204,1203
719,780601303617732608,11446,3128
720,780543529827336192,5961,1629
721,780496263422808064,0,3432
722,780476555013349377,0,104
723,780459368902959104,5005,1005
724,780192070812196864,8226,2093
725,780092040432480260,0,2144
726,780074436359819264,11449,4586
727,779834332596887552,17792,6514
728,779377524342161408,8273,2895
729,779124354206535695,0,17056
730,779056095788752897,13933,4222
731,778990705243029504,18792,6666
732,778774459159379968,0,9178
733,778764940568104960,823,338
734,778748913645780993,6473,1210
735,778650543019483137,5429,1395
736,778624900596654080,4347,944
737,778408200802557953,12890,4014
738,778396591732486144,0,11360
739,778383385161035776,5514,1021
740,778286810187399168,9760,3069
741,778039087836069888,8000,2470
742,778027034220126208,6204,1495
743,777953400541634568,0,3275
744,777885040357281792,6005,1518
745,777684233540206592,10641,2732
746,777641927919427584,0,3930
747,777621514455814149,8236,2346
748,777189768882946048,13357,3993
749,776819012571455488,0,12636
750,776813020089548800,4619,1118
751,776477788987613185,8264,2569
752,776249906839351296,0,8484
753,776218204058357768,28143,14762
754,776201521193218049,9037,2341
755,776113305656188928,11138,4035
756,776088319444877312,1718,141
757,775898661951791106,0,15572
758,775842724423557120,11051,2469
759,775733305207554048,13104,3711
760,775729183532220416,12288,4283
761,775364825476165632,6963,2724
762,775350846108426240,9596,3633
763,775085132600442880,14653,4379
764,774757898236878852,8145,1658
765,774639387460112384,6371,1617
766,774314403806253056,20576,5097
767,773985732834758656,10181,3591
768,773922284943896577,6069,1630
769,773704687002451968,6247,1499
770,773670353721753600,5062,1228
771,773547596996571136,20855,5706
772,773336787167145985,0,4681
773,773308824254029826,22019,6959
774,773247561583001600,8896,3011
775,773191612633579521,9417,3812
776,772877495989305348,8060,3585
777,772826264096874500,7578,2216
778,772615324260794368,0,3130
779,772581559778025472,6123,1588
780,772193107915964416,5687,1291
781,772152991789019136,3599,1055
782,772117678702071809,3560,688
783,772114945936949249,2585,440
784,772102971039580160,3779,866
785,771908950375665664,6196,1759
786,771770456517009408,11309,3147
787,771500966810099713,7787,2427
788,771380798096281600,9933,4681
789,771171053431250945,0,6910
790,771136648247640064,8626,2716
791,771102124360998913,5877,1338
792,771014301343748096,6496,1540
793,770787852854652928,4625,1107
794,770772759874076672,4898,1328
795,770655142660169732,6938,1671
796,770414278348247044,5957,1930
797,770293558247038976,5859,1358
798,770093767776997377,0,2820
799,770069151037685760,7160,2129
800,769940425801170949,29347,8853
801,769695466921623552,6057,1566
802,769335591808995329,0,7145
803,769212283578875904,5087,1601
804,768970937022709760,13427,6015
805,768909767477751808,0,2453
806,768855141948723200,3943,828
807,768609597686943744,3867,1100
808,768596291618299904,4741,1192
809,768554158521745409,0,5394
810,768473857036525572,12787,3165
811,768193404517830656,10209,3275
812,767884188863397888,4478,1268
813,767754930266464257,15008,4970
814,767500508068192258,7067,2156
815,767191397493538821,11554,3482
816,767122157629476866,9578,2654
817,766793450729734144,4761,1260
818,766714921925144576,2463,348
819,766693177336135680,3803,730
820,766423258543644672,5653,1460
821,766313316352462849,6361,1738
822,766078092750233600,0,2432
823,766069199026450432,3957,781
824,766008592277377025,3547,461
825,765719909049503744,6820,1999
826,765669560888528897,4864,1134
827,765395769549590528,25154,3121
828,765371061932261376,6690,2010
829,765222098633691136,10944,3130
830,764857477905154048,6091,1654
831,764259802650378240,5659,1396
832,763956972077010945,735,50
833,763837565564780549,11785,3828
834,763183847194451968,5069,1364
835,763167063695355904,0,2761
836,763103485927849985,6953,2128
837,762699858130116608,11386,3322
838,762471784394268675,10535,5930
839,762464539388485633,9669,3848
840,762316489655476224,4510,1030
841,762035686371364864,29875,14331
842,761976711479193600,5058,1835
843,761750502866649088,0,3600
844,761745352076779520,4030,796
845,761672994376806400,46326,26803
846,761599872357261312,3891,1102
847,761371037149827077,0,16693
848,761334018830917632,4841,1342
849,761292947749015552,4203,1004
850,761227390836215808,5014,1452
851,761004547850530816,10665,3222
852,760893934457552897,3581,891
853,760656994973933572,6193,1754
854,760641137271070720,4688,1193
855,760539183865880579,7094,3353
856,760521673607086080,3934,1289
857,760290219849637889,25135,10587
858,760252756032651264,3715,798
859,760190180481531904,5367,1655
860,760153949710192640,0,28
861,759943073749200896,5546,1937
862,759846353224826880,6303,1802
863,759793422261743616,5596,1766
864,759557299618865152,4413,1107
865,759447681597108224,7957,2280
866,759446261539934208,1563,453
867,759197388317847553,5714,1804
868,759159934323924993,0,1068
869,759099523532779520,13654,3833
870,759047813560868866,6089,1852
871,758854675097526272,3334,844
872,758828659922702336,10499,3565
873,758740312047005698,5389,1500
874,758474966123810816,3566,918
875,758467244762497024,4483,2032
876,758405701903519748,4887,1769
877,758355060040593408,3165,969
878,758099635764359168,17764,9178
879,758041019896193024,2538,341
880,757741869644341248,6435,3034
881,757729163776290825,0,7225
882,757725642876129280,4261,1114
883,757611664640446465,4300,1012
884,757597904299253760,0,278
885,757596066325864448,4080,960
886,757400162377592832,14166,6336
887,757393109802180609,5458,1580
888,757354760399941633,4219,1302
889,756998049151549440,5885,1837
890,756939218950160384,6233,1845
891,756651752796094464,4715,1193
892,756526248105566208,9736,3309
893,756303284449767430,3711,1009
894,756288534030475264,41275,16352
895,756275833623502848,5990,1410
896,755955933503782912,6841,2639
897,755206590534418437,15327,4925
898,755110668769038337,19787,10206
899,754874841593970688,0,7263
900,754856583969079297,6461,2315
901,754747087846248448,2422,478
902,754482103782404096,4943,1798
903,754449512966619136,3511,673
904,754120377874386944,7411,2166
905,753655901052166144,5471,2001
906,753420520834629632,7363,3245
907,753398408988139520,5368,1739
908,753375668877008896,7159,2144
909,753298634498793472,0,5221
910,753294487569522689,3134,962
911,753039830821511168,34660,19235
912,753026973505581056,3665,879
913,752932432744185856,11785,6306
914,752917284578922496,6516,1446
915,752701944171524096,0,2630
916,752682090207055872,5621,1463
917,752660715232722944,4088,1427
918,752568224206688256,5130,2096
919,752519690950500352,6878,3163
920,752334515931054080,3603,1012
921,752309394570878976,0,14936
922,752173152931807232,5563,1675
923,751950017322246144,2856,833
924,751937170840121344,4847,1202
925,751830394383790080,5448,1792
926,751793661361422336,5407,2625
927,751598357617971201,7430,2838
928,751583847268179968,4114,1006
929,751538714308972544,4735,1149
930,751456908746354688,3019,926
931,751251247299190784,11757,5402
932,751205363882532864,5917,1669
933,751132876104687617,4737,1188
934,750868782890057730,4476,1253
935,750719632563142656,12283,4601
936,750506206503038976,4150,1056
937,750429297815552001,12324,3930
938,750383411068534784,4274,1043
939,750381685133418496,670,27
940,750147208377409536,2922,877
941,750132105863102464,3382,1187
942,750117059602808832,4066,1215
943,750101899009982464,2853,777
944,750086836815486976,2029,493
945,750071704093859840,7272,3039
946,750056684286914561,2960,823
